color_name,rgb,red,green,blue,hue_degree,saturation_percent,lightness_percent,hue,saturation,brightness,xy,hue_xy,livingcolors_xy
'Purple Heart','#69359c',105,53,156,270.3,49.3,41,49205,125,104,"{0.199199,0.099286}","{0.435426,0.455319}","{0.398645,0.408549}"
'Purple Mountain''s Majesty','#9d81ba',157,129,186,269.5,29.2,61.8,49060,74,157,"{0.252727,0.177345}","{0.472238,0.421237}","{0.392498,0.433786}"
'Purple mountain majesty','#9678b6',150,120,182,269,29.8,59.2,48969,75,150,"{0.245046,0.164645}","{0.467655,0.425391}","{0.392898,0.431538}"
'Purple pizzazz','#fe4eda',254,78,218,312.3,98.9,65.1,56851,251,165,"{0.413158,0.208107}","{0.502746,0.402655}","{0.424552,0.401966}"
'Purple taupe','#50404d',80,64,77,311.3,11.1,28.2,56669,28,72,"{0.323949,0.283688}","{0.431061,0.473566}","{0.394440,0.426703}"
'Rackley','#5d8aa8',93,138,168,204,30.1,51.2,37136,76,130,"{0.208515,0.220755}","{0.441536,0.441628}","{0.375546,0.445870}"
'Radical Red','#ff355e',255,53,94,347.8,100,60.4,63314,254,153,"{0.627651,0.325464}","{0.510453,0.417391}","{0.442103,0.402044}"
'Raspberry','#e30b5d',227,11,93,337.2,90.8,46.7,61384,230,119,"{0.621278,0.320066}","{0.492413,0.431166}","{0.451998,0.381421}"
'Raspberry glace','#915f6d',145,95,109,343.2,20.8,47.1,62476,52,120,"{0.430775,0.298037}","{0.468824,0.440934}","{0.402404,0.429627}"
'Raspberry pink','#e25098',226,80,152,330.4,71.6,60,60146,181,152,"{0.528883,0.277470}","{0.498904,0.415624}","{0.422733,0.411109}"
'Raspberry rose','#b3446c',179,68,108,338.4,44.9,48.4,61602,114,123,"{0.543620,0.295158}","{0.480417,0.434888}","{0.418565,0.414285}"
'Raw Sienna','#d68a59',214,138,89,23.5,60.4,59.4,4277,153,151,"{0.559707,0.370335}","{0.509989,0.415212}","{0.409680,0.440379}"
'Razzle dazzle rose','#ff33cc',255,51,204,315,100,60,57343,254,152,"{0.455201,0.229520}","{0.500416,0.408054}","{0.433797,0.390596}"
'Razzmatazz','#e3256b',227,37,107,337.9,77.2,51.8,61511,196,132,"{0.609081,0.315018}","{0.495861,0.426113}","{0.440446,0.394787}"
'Red','#ff0000',255,0,0,0,100,50,0,254,127,"{0.640000,0.330000}","{0.506429,0.430276}","{0.473063,0.382831}"
'Red Orange','#ff5349',255,83,73,3.3,100,64.3,600,254,163,"{0.630063,0.331169}","{0.517051,0.414367}","{0.434059,0.417479}"
'Red brown','#a52a2a',165,42,42,0,59.4,40.6,0,150,103,"{0.617599,0.329932}","{0.474059,0.449377}","{0.429268,0.409952}"
'Red violet','#c71585',199,21,133,322.2,80.9,43.1,58653,205,110,"{0.528218,0.269730}","{0.479059,0.434083}","{0.437307,0.385047}"
'Rich black','#004040',0,64,64,180,100,12.5,32767,254,32,"{0.224650,0.328741}","{0.384950,0.508082}","{0.367163,0.439769}"
'Rich carmine','#d70040',215,0,64,342.1,100,42.2,62276,254,107,"{0.631320,0.325217}","{0.487436,0.438390}","{0.457043,0.378380}"
'Rich electric blue','#0892d0',8,146,208,198.6,92.6,42.4,36153,235,108,"{0.173756,0.145166}","{0.383913,0.459428}","{0.347025,0.455127}"
'Rich lilac','#b666d2',182,102,210,284.4,54.5,61.2,51772,138,155,"{0.254563,0.132380}","{0.476697,0.416068}","{0.402802,0.418642}"
'Rich maroon','#b03060',176,48,96,337.5,57.1,43.9,61439,145,112,"{0.569130,0.301336}","{0.476444,0.440242}","{0.425163,0.405963}"
'Rifle green','#414833',65,72,51,80,17.1,24.1,14563,43,61,"{0.337414,0.404103}","{0.425936,0.481393}","{0.389637,0.435947}"
'Robin''s Egg Blue','#1fcecb',31,206,203,179,73.8,46.5,32585,187,118,"{0.227728,0.338520}","{0.408445,0.440027}","{0.347632,0.471105}"
'Rose','#ff007f',255,0,127,330.1,100,50,60091,254,127,"{0.608304,0.312534}","{0.499156,0.422719}","{0.459702,0.369480}"
'Rose bonbon','#f9429e',249,66,158,329.8,93.8,61.8,60037,238,157,"{0.555678,0.286973}","{0.505107,0.411682}","{0.431442,0.402455}"
'Rose ebony','#674846',103,72,70,3.6,19.1,33.9,655,48,86,"{0.416973,0.334597}","{0.445928,0.464179}","{0.399864,0.428647}"
'Rose gold','#b76e79',183,110,121,351,33.6,57.5,63896,85,146,"{0.496502,0.313028}","{0.488651,0.425383}","{0.407215,0.430417}"
'Rose madder','#e32636',227,38,54,354.9,77.1,52,64606,195,132,"{0.633644,0.328766}","{0.499669,0.429804}","{0.444866,0.400848}"
'Rose pink','#ff66cc',255,102,204,320,100,70,58253,254,178,"{0.452855,0.235119}","{0.508506,0.400306}","{0.419409,0.413113}"
'Rose quartz','#aa98a9',170,152,169,303.3,9.6,63.1,55213,24,160,"{0.317224,0.281199}","{0.484833,0.415994}","{0.392064,0.442026}"
'Rose taupe','#905d5d',144,93,93,0,21.5,46.5,0,54,118,"{0.471990,0.329491}","{0.469437,0.443391}","{0.403836,0.430627}"
'Rose vale','#ab4e52',171,78,82,357.4,37.3,48.8,65061,94,124,"{0.571308,0.326598}","{0.480700,0.438205}","{0.415686,0.422431}"
'Rosewood','#65000b',101,0,11,353.5,100,19.8,64351,254,51,"{0.625037,0.321755}","{0.435873,0.482029}","{0.430897,0.394208}"
'Rosso corsa','#d40000',212,0,0,0,100,41.6,0,254,106,"{0.640000,0.330000}","{0.489469,0.443008}","{0.463365,0.385900}"
'Rosy brown','#bc8f8f',188,143,143,0,25.1,64.9,0,63,165,"{0.427102,0.329355}","{0.494608,0.415998}","{0.399500,0.439636}"
'Royal azure','#0038a8',0,56,168,220,100,32.9,40049,254,84,"{0.153497,0.072589}","{0.373514,0.489435}","{0.360294,0.420607}"
'Royal blue','#4169e1',65,105,225,225,72.7,56.9,40959,184,144,"{0.156814,0.078387}","{0.411456,0.445666}","{0.369679,0.430071}"
'Royal fuchsia','#ca2c92',202,44,146,321.3,64.2,48.2,58489,163,122,"{0.496483,0.254695}","{0.483133,0.428256}","{0.428679,0.396374}"
'Royal purple','#7851a9',120,81,169,266.6,35.2,49,48532,89,124,"{0.207472,0.113735}","{0.446782,0.443423}","{0.394700,0.419602}"
'Ruby','#e0115f',224,17,95,337.4,85.9,47.3,61420,218,120,"{0.618444,0.318803}","{0.492075,0.430946}","{0.448595,0.385017}"
'Ruddy','#ff0028',255,0,40,350.6,100,50,63823,254,127,"{0.638502,0.329175}","{0.504645,0.428422}","{0.468732,0.378503}"
'Ruddy brown','#bb6528',187,101,40,24.9,64.8,44.5,4532,164,113,"{0.594024,0.358182}","{0.495345,0.432777}","{0.416286,0.434769}"
'Ruddy pink','#e18e96',225,142,150,354.2,58,72,64479,147,183,"{0.502967,0.319114}","{0.509342,0.406209}","{0.407282,0.435030}"
'Rufous','#a81c07',168,28,7,7.8,92,34.3,1419,233,87,"{0.634453,0.332837}","{0.474816,0.452905}","{0.438865,0.406055}"
'Russet','#80461b',128,70,27,25.5,65.2,30.4,4642,165,77,"{0.559906,0.372361}","{0.461972,0.459194}","{0.411208,0.429841}"
'Rust','#b7410e',183,65,14,18.1,85.8,38.6,3294,217,98,"{0.625152,0.339687}","{0.488269,0.441563}","{0.428322,0.422727}"
'Sacramento State green','#00563f',0,86,63,164,100,16.9,29854,254,43,"{0.254204,0.435134}","{0.388167,0.504854}","{0.362740,0.450645}"
'Saddle brown','#8b4513',139,69,19,25,75.9,31,4551,192,79,"{0.585274,0.363785}","{0.467870,0.455895}","{0.415223,0.429002}"
'Safety orange','#ff6700',255,103,0,24.2,100,50,4405,254,127,"{0.629949,0.337981}","{0.524640,0.415303}","{0.433552,0.432411}"
'Saffron','#f4c430',244,196,48,45.3,89.9,57.3,8246,228,145,"{0.509187,0.431702}","{0.534867,0.401602}","{0.405954,0.458051}"
'Saint Patrick Blue','#23297a',35,41,122,235.9,55.4,30.8,42943,140,78,"{0.167621,0.092683}","{0.397145,0.488215}","{0.381225,0.413613}"
'Salmon','#ff8c69',255,140,105,14,100,70.6,2548,254,179,"{0.594838,0.346740}","{0.524495,0.403616}","{0.416646,0.435560}"
'Salmon pink','#ff91a4',255,145,164,349.6,100,78.4,63641,254,199,"{0.531265,0.311454}","{0.519812,0.397806}","{0.411878,0.432051}"
'Sand','#c2b280',194,178,128,45.5,35.1,63.1,8282,89,160,"{0.418777,0.431215}","{0.505260,0.410127}","{0.394836,0.451293}"
'Sand dune','#967117',150,113,23,42.5,73.4,33.9,7736,186,86,"{0.513036,0.424024}","{0.481651,0.444280}","{0.405405,0.445458}"
'Sandstorm','#ecd540',236,213,64,52,81.9,58.8,9466,208,149,"{0.460073,0.469372}","{0.533997,0.399797}","{0.400389,0.461827}"
'Sandy brown','#f4a460',244,164,96,27.6,87.1,66.7,5024,221,169,"{0.559282,0.378745}","{0.525494,0.403166}","{0.409690,0.444936}"
'Sandy taupe','#967117',150,113,23,42.5,73.4,33.9,7736,186,86,"{0.513036,0.424024}","{0.481651,0.444280}","{0.405405,0.445458}"
'Sap green','#507d2a',80,125,42,92.5,49.7,32.7,16838,126,83,"{0.326132,0.549754}","{0.445209,0.467135}","{0.382577,0.456901}"
'Sapphire','#0f52ba',15,82,186,216.5,85.1,39.4,39412,216,100,"{0.155855,0.079693}","{0.383381,0.475378}","{0.359859,0.430137}"
'Satin sheen gold','#cba135',203,161,53,43.2,59.1,50.2,7864,150,128,"{0.507292,0.428781}","{0.512675,0.417280}","{0.404514,0.452222}"
'Scarlet','#ff2400',255,36,0,8.5,100,50,1547,254,127,"{0.639144,0.330680}","{0.512731,0.425094}","{0.456845,0.403183}"
'School bus yellow','#ffd800',255,216,0,50.8,100,50,9247,254,127,"{0.489523,0.449496}","{0.544948,0.398606}","{0.406802,0.465979}"
'Screamin Green','#76ff7a',118,255,122,121.8,100,73.1,22172,254,185,"{0.300286,0.579780}","{0.484199,0.417936}","{0.367152,0.479722}"
'Sea blue','#006994',0,105,148,197.4,100,29,35935,254,74,"{0.179543,0.166354}","{0.381938,0.485234}","{0.353418,0.447596}"
'Sea green','#2e8b57',46,139,87,146.5,50.3,36.3,26669,127,92,"{0.284235,0.516868}","{0.423161,0.472512}","{0.367042,0.461373}"
'Seal brown','#321414',50,20,20,0,42.9,13.7,0,108,35,"{0.453478,0.329435}","{0.410591,0.499124}","{0.403490,0.412876}"
'Seashell','#fff5ee',255,245,238,24.7,100,96.7,4496,254,245,"{0.337654,0.343846}","{0.526514,0.374604}","{0.390182,0.453842}"
'Selective yellow','#ffba00',255,186,0,43.8,100,50,7973,254,127,"{0.546252,0.404447}","{0.539559,0.403037}","{0.412800,0.458452}"
'Sepia','#704214',112,66,20,30,69.7,25.9,5461,177,66,"{0.537542,0.390240}","{0.453245,0.466544}","{0.408470,0.430792}"
'Shadow','#8a795d',138,121,93,37.3,19.5,45.3,6790,49,115,"{0.412206,0.401867}","{0.471664,0.440518}","{0.395574,0.442331}"
'Shamrock','#45cea2',69,206,162,160.7,58.3,53.9,29254,148,137,"{0.265860,0.468398}","{0.440006,0.436915}","{0.359651,0.470309}"
'Shamrock green','#009e60',0,158,96,156.5,100,31,28489,254,79,"{0.282089,0.535519}","{0.395813,0.486548}","{0.349508,0.473480}"
'Shocking pink','#fc0fc0',252,15,192,315.2,97.5,52.4,57379,247,133,"{0.481811,0.243060}","{0.494769,0.415384}","{0.446655,0.372422}"
'Sienna','#882d17',136,45,23,11.7,71.1,31.2,2129,180,79,"{0.605345,0.342509}","{0.461579,0.460615}","{0.422046,0.416913}"
'Silver','#c0c0c0',192,192,192,0,0,75.3,0,0,191,"{0.312712,0.329008}","{0.499038,0.400503}","{0.388481,0.449849}"
'Sinopia','#cb410b',203,65,11,16.9,89.7,42,3076,227,107,"{0.631107,0.336077}","{0.497108,0.435341}","{0.433383,0.420949}"
'Skobeloff','#007474',0,116,116,180,100,22.7,32767,254,58,"{0.224650,0.328741}","{0.387226,0.490157}","{0.353918,0.456219}"
'Sky blue','#87ceeb',135,206,235,197.4,71.4,72.5,35935,181,184,"{0.211774,0.244810}","{0.466666,0.404111}","{0.371787,0.455820}"
'Sky magenta','#cf71af',207,113,175,320.4,49.5,62.7,58326,125,159,"{0.410650,0.232666}","{0.494121,0.412511}","{0.408343,0.424058}"
'Slate blue','#6a5acd',106,90,205,248.3,53.5,57.8,45200,135,147,"{0.168065,0.083346}","{0.435945,0.440083}","{0.386065,0.421243}"
'Slate gray','#708090',112,128,144,210,12.6,50.2,38228,32,128,"{0.252384,0.269612}","{0.453620,0.441221}","{0.383993,0.442554}"
'Smalt','#003399',0,51,153,220,100,30,40049,254,76,"{0.154464,0.076071}","{0.374652,0.493597}","{0.362514,0.419760}"
'Smokey topaz','#933d41',147,61,65,357.2,41.3,40.8,65025,104,104,"{0.566839,0.326454}","{0.467285,0.450559}","{0.415978,0.418896}"
'Smoky black','#100c08',16,12,8,30,33.3,4.7,5461,84,12,"{0.365498,0.367059}","{0.390641,0.515821}","{0.394124,0.413882}"
'Snow','#fffafa',255,250,250,0,100,99,0,254,251,"{0.320020,0.329030}","{0.525499,0.372373}","{0.388921,0.454116}"
'Spiro Disco Ball','#0fc0fc',15,192,252,195.2,97.5,52.4,35534,247,133,"{0.180343,0.168985}","{0.386772,0.434473}","{0.342110,0.464233}"
'Spring bud','#a7fc00',167,252,0,80.2,100,49.4,14599,254,125,"{0.322544,0.582097}","{0.519652,0.415986}","{0.383689,0.484060}"
'Spring green','#00ff7f',0,255,127,149.9,100,50,27288,254,127,"{0.294593,0.580536}","{0.407774,0.459377}","{0.338546,0.494787}"
'Steel blue','#4682b4',70,130,180,207.3,44,49,37737,111,124,"{0.183712,0.163004}","{0.424868,0.448551}","{0.369746,0.444441}"
'Stil de grain yellow','#fada5e',250,218,94,47.7,94,67.5,8683,238,171,"{0.472821,0.454371}","{0.537172,0.393797}","{0.400564,0.459122}"
'Stizza','#990000',153,0,0,0,100,30,0,254,76,"{0.640000,0.330000}","{0.462861,0.462984}","{0.448066,0.390742}"
'Stormcloud','#008080',0,128,128,180,100,25.1,32767,254,64,"{0.224650,0.328741}","{0.387517,0.485433}","{0.351440,0.459296}"
'Straw','#e4d96f',228,217,111,54.4,68.4,66.5,9903,173,169,"{0.430971,0.477122}","{0.527681,0.397266}","{0.395717,0.459686}"
'Sunglow','#ffcc33',255,204,51,45,100,60,8191,254,152,"{0.511750,0.429877}","{0.539745,0.397734}","{0.406323,0.458711}"
'Sunset','#fad6a5',250,214,165,34.6,89.5,81.4,6298,227,206,"{0.445957,0.407569}","{0.529300,0.388188}","{0.397627,0.452366}"
'Sunset Orange','#fd5e53',253,94,83,3.9,97.7,65.9,709,248,167,"{0.625061,0.331926}","{0.517542,0.412560}","{0.429639,0.421165}"
'Tan','#d2b48c',210,180,140,34.3,43.8,68.6,6244,111,174,"{0.438466,0.404316}","{0.511030,0.404580}","{0.397135,0.449157}"
'Tangelo','#f94d00',249,77,0,18.6,100,48.8,3385,254,124,"{0.635456,0.333609}","{0.517844,0.420719}","{0.440468,0.422744}"
'Tangerine','#f28500',242,133,0,33,100,47.5,6007,254,121,"{0.606648,0.356485}","{0.525496,0.414207}","{0.422614,0.444232}"
'Tangerine yellow','#ffcc00',255,204,0,48,100,50,8738,254,127,"{0.512834,0.430985}","{0.542794,0.400377}","{0.409123,0.463067}"
'Taupe','#483c32',72,60,50,27.3,18,23.9,4969,45,61,"{0.369341,0.360990}","{0.427941,0.480622}","{0.395297,0.429173}"
'Taupe gray','#8b8589',139,133,137,320,2.5,53.3,58253,6,135,"{0.317933,0.316015}","{0.469812,0.432628}","{0.390378,0.442000}"
'Tawny','#cd5700',205,87,0,25.5,100,40.2,4642,254,102,"{0.623183,0.343354}","{0.502629,0.431854}","{0.427615,0.431430}"
'Tea green','#d0f0c0',208,240,192,100,61.5,84.7,18204,156,215,"{0.324892,0.443348}","{0.514195,0.388938}","{0.384315,0.460621}"
'Tea rose','#f4c2c2',244,194,194,0,69.4,85.9,0,176,218,"{0.415389,0.329319}","{0.520374,0.389339}","{0.398443,0.445276}"
'Teal','#008080',0,128,128,180,100,25.1,32767,254,64,"{0.224650,0.328741}","{0.387517,0.485433}","{0.351440,0.459296}"
'Teal blue','#367588',54,117,136,193.9,43.2,37.3,35297,109,95,"{0.210904,0.249688}","{0.418745,0.465112}","{0.370073,0.446463}"
'Teal green','#006d5b',0,109,91,170.1,100,21.4,30965,254,55,"{0.247712,0.411763}","{0.388908,0.496269}","{0.356683,0.456685}"
'Terra cotta','#e2725b',226,114,91,10.2,69.9,62.2,1856,177,158,"{0.598632,0.340928}","{0.510261,0.415720}","{0.417940,0.430576}"
'Thistle','#d8bfd8',216,191,216,300,24.3,79.8,54612,61,202,"{0.315472,0.270170}","{0.505913,0.392499}","{0.392308,0.445217}"
'Thulian pink','#de6fa1',222,111,161,333,62.7,65.3,60619,159,166,"{0.490036,0.272628}","{0.501637,0.410752}","{0.413066,0.423247}"
'Tickle Me Pink','#fc89ac',252,137,172,341.7,95,76.3,62203,241,194,"{0.515520,0.294565}","{0.516550,0.398865}","{0.412559,0.428958}"
'Tiffany Blue','#0abab5',10,186,181,178.3,89.8,38.4,32458,228,98,"{0.229681,0.346363}","{0.394979,0.457257}","{0.344805,0.470677}"
'Tiger eye','#e08d3c',224,141,60,29.6,72.6,55.7,5388,184,141,"{0.577188,0.372996}","{0.516735,0.414299}","{0.412966,0.443059}"
'Timberwolf','#dbd7d2',219,215,210,33.3,11.1,84.1,6061,28,213,"{0.326894,0.341104}","{0.511961,0.388721}","{0.389313,0.451921}"
'Titanium yellow','#eee600',238,230,0,58,100,46.7,10558,254,119,"{0.433124,0.494284}","{0.542037,0.400441}","{0.401093,0.471068}"
'Tomato','#ff6347',255,99,71,9.1,100,63.9,1656,254,162,"{0.626718,0.334361}","{0.519963,0.412122}","{0.429498,0.424075}"
'Toolbox','#746cc0',116,108,192,245.7,40,58.8,44727,101,149,"{0.185394,0.112004}","{0.446221,0.435958}","{0.385928,0.429317}"
'Topaz','#ffc87c',255,200,124,34.8,100,74.3,6335,254,188,"{0.506020,0.410636}","{0.533017,0.393089}","{0.403146,0.451591}"
'Tractor red','#fd0e35',253,14,53,350.2,98.4,52.4,63750,249,133,"{0.637169,0.328738}","{0.505614,0.426230}","{0.460557,0.385726}"
'Trolley Grey','#808080',128,128,128,0,0,50.2,0,0,128,"{0.312712,0.329008}","{0.464152,0.438255}","{0.389199,0.442378}"
'Tropical rain forest','#00755e',0,117,94,168.2,100,22.9,30619,254,58,"{0.253168,0.431406}","{0.389771,0.494332}","{0.355231,0.459456}"
'True Blue','#0073cf',0,115,207,206.7,100,40.6,37628,254,103,"{0.159947,0.095811}","{0.375198,0.468761}","{0.348198,0.444442}"
'Tufts Blue','#417dc1',65,125,193,211.9,50.8,50.6,38574,129,129,"{0.172137,0.127813}","{0.419181,0.448551}","{0.368313,0.441733}"
'Tumbleweed','#deaa88',222,170,136,23.7,56.6,70.2,4314,143,178,"{0.484442,0.380610}","{0.514508,0.403806}","{0.401723,0.445385}"
'Turkish rose','#b57281',181,114,129,346.6,31.2,57.8,63095,79,147,"{0.468416,0.303562}","{0.487667,0.424419}","{0.405238,0.431355}"
'Turquoise','#30d5c8',48,213,200,175.3,66.3,51.2,31911,168,130,"{0.236979,0.370475}","{0.421425,0.433807}","{0.351581,0.471068}"
'Turquoise blue','#00ffef',0,255,239,176.2,100,50,32075,254,127,"{0.237049,0.373375}","{0.386887,0.427017}","{0.333725,0.483671}"
'Turquoise green','#a0d6b4',160,214,180,142.2,39.7,73.3,25886,100,186,"{0.287553,0.427641}","{0.489688,0.405731}","{0.378899,0.460125}"
'Tuscan red','#66424d',102,66,77,341.7,21.4,32.9,62203,54,84,"{0.399689,0.299710}","{0.443713,0.464781}","{0.400668,0.425017}"
'Twilight lavender','#8a496b',138,73,107,328.6,30.8,41.4,59818,78,105,"{0.427897,0.261346}","{0.461439,0.447276}","{0.406525,0.420850}"
'Tyrian purple','#66023c',102,2,60,325.2,96.2,20.4,59199,244,52,"{0.496051,0.252443}","{0.433816,0.477014}","{0.424686,0.388836}"
'UA blue','#0033aa',0,51,170,222,100,33.3,40413,254,85,"{0.152783,0.070021}","{0.372708,0.489845}","{0.361117,0.417396}"
'UA red','#d9004c',217,0,76,339,100,42.5,61712,254,108,"{0.627331,0.323019}","{0.487521,0.436953}","{0.456241,0.376926}"
'UCLA Blue','#536895',83,104,149,220.9,28.4,45.5,40213,72,116,"{0.199075,0.168628}","{0.432304,0.454780}","{0.380376,0.436060}"
'UCLA Gold','#ffb300',255,179,0,42.1,100,50,7663,254,127,"{0.558200,0.394959}","{0.538299,0.404073}","{0.414298,0.456573}"
'UFO Green','#3cd070',60,208,112,141.1,61.2,52.5,25686,155,133,"{0.292748,0.566422}","{0.441915,0.449186}","{0.359649,0.477036}"
'UP Forest green','#014421',1,68,33,148.7,97.1,13.5,27069,246,35,"{0.270404,0.490224}","{0.388470,0.511529}","{0.369275,0.446230}"
'UP Maroon','#7b1113',123,17,19,358.9,75.7,27.5,65334,192,70,"{0.618571,0.328908}","{0.450009,0.470249}","{0.429452,0.402481}"
'USC Cardinal','#990000',153,0,0,0,100,30,0,254,76,"{0.640000,0.330000}","{0.462861,0.462984}","{0.448066,0.390742}"
'USC Gold','#ffcc00',255,204,0,48,100,50,8738,254,127,"{0.512834,0.430985}","{0.542794,0.400377}","{0.409123,0.463067}"
'Ube','#8878c3',136,120,195,252.8,38.5,61.8,46020,97,157,"{0.205120,0.132790}","{0.458671,0.427353}","{0.388538,0.431676}"
'Ultra pink','#ff6fff',255,111,255,300,100,71.8,54612,254,182,"{0.320624,0.160339}","{0.503732,0.393088}","{0.413892,0.412198}"
'Ultramarine','#120a8f',18,10,143,243.6,86.9,30,44345,220,76,"{0.152553,0.063129}","{0.381149,0.495746}","{0.381181,0.391276}"
'Ultramarine blue','#4166f5',65,102,245,227.7,90,60.8,41450,228,154,"{0.154167,0.070960}","{0.407975,0.441754}","{0.368892,0.426561}"
'Umber','#635147',99,81,71,21.4,16.5,33.3,3895,41,85,"{0.389881,0.359415}","{0.445290,0.464048}","{0.396183,0.433193}"
'United Nations blue','#5b92e5',91,146,229,216.1,72.6,62.7,39339,184,159,"{0.169742,0.117804}","{0.432651,0.428831}","{0.370044,0.442641}"
'University of California Gold','#b78727',183,135,39,40,64.9,43.5,7281,164,111,"{0.528129,0.411981}","{0.500199,0.428488}","{0.406808,0.447601}"
'Unmellow Yellow','#ffff66',255,255,102,60,100,70,10922,254,178,"{0.416537,0.500660}","{0.544420,0.386668}","{0.394996,0.466514}"
'Upsdell red','#ae2029',174,32,41,356.2,68.9,40.4,64843,175,103,"{0.625338,0.328021}","{0.476488,0.448007}","{0.435482,0.403709}"
'Urobilin','#e1ad21',225,173,33,43.8,76.2,50.6,7973,193,129,"{0.523921,0.420367}","{0.524888,0.410751}","{0.407740,0.455165}"
'Utah Crimson','#d3003f',211,0,63,342.1,100,41.4,62276,254,105,"{0.630810,0.324936}","{0.485809,0.439659}","{0.456183,0.378748}"
'Vanilla','#f3e5ab',243,229,171,48.3,75,81.2,8792,190,206,"{0.407705,0.433746}","{0.528581,0.386562}","{0.393583,0.456279}"
'Vegas gold','#c5b358',197,179,88,50.1,48.4,55.9,9120,122,142,"{0.447965,0.462927}","{0.510716,0.413099}","{0.397553,0.454884}"
'Venetian red','#c80815',200,8,21,355.9,92.3,40.8,64788,234,104,"{0.637795,0.329325}","{0.484847,0.444513}","{0.454306,0.389496}"
'Verdigris','#43b3ae',67,179,174,177.3,45.5,48.2,32275,115,122,"{0.232759,0.346719}","{0.432128,0.440818}","{0.361943,0.461780}"
'Vermilion','#e34234',227,66,52,4.8,75.8,54.7,873,192,139,"{0.630842,0.331476}","{0.504795,0.425669}","{0.435092,0.414718}"
'Veronica','#a020f0',160,32,240,276.9,87.4,53.3,50407,221,135,"{0.184011,0.079384}","{0.450866,0.429396}","{0.413665,0.382878}"
'Violet','#ee82ee',238,130,238,300,76.1,72.2,54612,193,183,"{0.320156,0.170308}","{0.502143,0.395372}","{0.407191,0.422018}"
'Violet Blue','#324ab2',50,74,178,228.8,56.1,44.7,41651,142,114,"{0.158691,0.079925}","{0.404457,0.466499}","{0.374163,0.422847}"
'Violet Red','#f75394',247,83,148,336.2,91.1,64.7,61202,231,164,"{0.569417,0.297945}","{0.508098,0.410484}","{0.426753,0.411054}"
'Viridian','#40826d',64,130,109,160.9,34,38,29290,86,97,"{0.263346,0.416494}","{0.430212,0.463511}","{0.372515,0.453141}"
'Vivid auburn','#922724',146,39,36,1.6,60.4,35.7,291,153,91,"{0.609203,0.331320}","{0.464683,0.456951}","{0.425787,0.410983}"
'Vivid burgundy','#9f1d35',159,29,53,348.9,69.1,36.9,63514,175,94,"{0.610419,0.321330}","{0.468110,0.452650}","{0.431484,0.401992}"
'Vivid cerise','#da1d81',218,29,129,328.3,76.5,48.4,59764,194,123,"{0.570014,0.292968}","{0.488985,0.427890}","{0.439301,0.388793}"
'Vivid tangerine','#ffa089',255,160,137,11.7,100,76.9,2129,254,195,"{0.553955,0.349460}","{0.525021,0.397999}","{0.410273,0.439121}"
'Vivid violet','#9f00ff',159,0,255,277.4,100,50,50498,254,127,"{0.174564,0.073535}","{0.443646,0.432775}","{0.422809,0.360541}"
'Warm black','#004242',0,66,66,180,100,12.9,32767,254,33,"{0.224650,0.328741}","{0.385065,0.507467}","{0.366561,0.440516}"
'Waterspout','#00ffff',0,255,255,180,100,50,32767,254,127,"{0.224650,0.328741}","{0.383525,0.421808}","{0.333057,0.482129}"
'Wenge','#645452',100,84,82,6.7,9.9,35.7,1219,25,91,"{0.363973,0.335711}","{0.445444,0.461858}","{0.394842,0.433110}"
'Wheat','#f5deb3',245,222,179,39.1,76.7,83.1,7117,194,211,"{0.411838,0.408095}","{0.527173,0.386439}","{0.394680,0.453735}"
'White','#ffffff',255,255,255,0,0,100,0,0,254,"{0.312712,0.329008}","{0.525490,0.370990}","{0.387996,0.454899}"
'White smoke','#f5f5f5',245,245,245,0,0,96.1,0,0,244,"{0.312712,0.329008}","{0.521809,0.375156}","{0.388063,0.454205}"
'Wild Strawberry','#ff43a4',255,67,164,329,100,63.1,59891,254,160,"{0.552527,0.284926}","{0.506995,0.409595}","{0.431960,0.401905}"
'Wild Watermelon','#fc6c85',252,108,133,349.6,96,70.6,63641,243,179,"{0.589651,0.317885}","{0.515547,0.406857}","{0.422069,0.422033}"
'Wild blue yonder','#a2add0',162,173,208,225.7,32.9,72.5,41086,83,184,"{0.239383,0.227702}","{0.479326,0.408599}","{0.384270,0.445900}"
'Wine','#722f37',114,47,55,352.8,41.6,31.6,64224,105,80,"{0.518511,0.318358}","{0.448463,0.465762}","{0.412001,0.416516}"
'Wisteria','#c9a0dc',201,160,220,281,46.2,74.5,51153,117,189,"{0.278258,0.193440}","{0.493744,0.400264}","{0.394455,0.436961}"
'Xanadu','#738678',115,134,120,135.8,7.6,48.8,24721,19,124,"{0.301331,0.380193}","{0.459163,0.442579}","{0.385149,0.446885}"
'Yale Blue','#0f4d92',15,77,146,211.6,81.4,31.6,38520,206,80,"{0.164358,0.107681}","{0.387669,0.485097}","{0.363708,0.432823}"
'Yellow','#ffff00',255,255,0,60,100,50,10922,254,127,"{0.419313,0.505251}","{0.551916,0.392877}","{0.399896,0.474645}"
'Yellow Orange','#ffae42',255,174,66,34.3,100,62.9,6244,254,160,"{0.563616,0.386491}","{0.533417,0.401268}","{0.411483,0.449378}"
'Yellow green','#9acd32',154,205,50,79.7,60.8,50,14508,154,127,"{0.340296,0.563673}","{0.500146,0.424595}","{0.385770,0.470317}"
